herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian_main,indication_vi,safety_note,data_source,,image_url
H136,Ngưu tất,Radix Archairanthis bidentae,"Khổ, toan",Bình,Trung tính,"Mộc, Thủy",Thuốc hoạt huyết,"Can, Thận","Công năng: Hoạt huyết thông kinh hoạt lạc, thư gân, mạnh gân cốt, chỉ huyết, lợi niệu, trừ sỏi, giáng áp, giải độc chống viêm
Chủ trị: Kinh nguyệt bế, kinh nguyệt không đều, bệnh đau khớp, đau xương sống, đặc biệt đối với khớp của chân. Các trường hợp hỏa độc bốc lên gây nôn ra máu, chảy máu cam, tiểu tiện đau buốt, tiểu tiện ra sỏi, đục. Dùng trong các bệnh cao huyết áp, do khả năng làm giảm cholesterol trong máu","Người có thai không nên dùng, những người bị mộng hoạt tinh, phụ nữ lượng kinh nguyệt cũng không nên dùng. Nếu dùng với tính chất để khí vị đi xuống hạ tiêu, chữa bệnh các bộ phận phía dưới thì dùng không qua chế biến. Khi sao rượu, trích nước muối hoặc tẩm rượu rồi chưng thì có tác dụng bổ","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 292",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nguu-tat1.jpg
H137,Tang ký sinh,Ramulus Loranthi,Khổ,Bình,Trung tính,"Mộc, Thủy",Thuốc khử phong thấp,"Can, Thận","Công năng: Trừ phong thấp, mạnh gân cốt, dưỡng huyết an thai, hạ áp
Chủ trị: Dùng khi chức năng gan thận kém dẫn đến đau lưng mỏi gối. Các trường hợp huyết hư dẫn đến động thai, có thai ra máu, bệnh cao huyết áp",Khi mắt có màng mộng không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 320",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/tang-ki-sinh-3.jpg
H138,Hòe hoa,Flos Sophorae,Khổ,Vi hàn,Âm,"Mộc, Kim",Thuốc chỉ huyết,"Can, Đại trường","Công năng: Lương huyết chỉ huyết, thanh nhiệt bình can, bình can hạ áp, thanh phế, chống viêm
Chủ trị: Các trường hợp huyết nhiệt gây xuất như chảy máu cam, lỵ, trĩ chảy máu, phụ nữ băng huyết, đại tiểu tiện ra máu, can hỏa thượng viêm, đau mắt đỏ, đau đầu. Dùng hoa hòe sao vàng trong bệnh huyết áp cao. Bệnh viêm thanh đới, nói không ra tiếng",Không dùng hoa hòe cho phụ nữ có thai,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 306",,https://www.drotrong.com/uploads/5.Huai-hua-mi.jpg
H139,Chu sa,Cinnabaris,Cam,Hàn (Có độc),Âm,Hỏa,Thuốc trọng trấn an thần,Tâm,"Công năng: Trấn tâm an thần, giải độc
Chủ trị: Tinh thần bất an, tâm thần bất thường, biểu hiện tim đập loạn, mất ngủ, động kinh, điên giản. Tâm hỏa, miệng lưỡi lở, phồng dộp, dùng ngoài trị mụn nhọt, thũng độc","Chú ý: Không nên dùng quá liều để tránh ngộc độc. Chu sa ức chế sự hưng phấn của trung khu thần kinh ở đại não, do đó có tác dụng trấn kinh gây ngủ, chống co giật, kéo dài giấc ngủ của thuốc ngủ barbituric. Chu sa có tác dụng diệt nấm ngoài da và ký sinh trùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 263",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/chu-sa-than-sa-duoc-lieu-tue-linh-1-copy.jpg
H140,Thiên môn đông,Radix Asparagi,"Khổ, cam",Vi hàn,Âm,"Kim, Thủy",Thuốc bổ âm (dưỡng âm),"Phế, Thận","Công năng: Thanh nhiệt hóa đờm, dưỡng âm, thanh phế, dưỡng vị sinh tân, dưỡng tâm âm, nhuộn tràng
Chủ trị: Trị phế âm chức năng bị suy nhược, ho lâu ngày, ho khan, hoặc ho có đờm khó khạc ra. Các trường hợp sau khi ốm dậy, tân dịch hao tổn, miệng khát, cơ thể háo khát, dẫn đến đại tiện bí táo. Bệnh tâm trong trường hợp tâm huyết không đủ, tim đập loạn nhịp, hồi hộp, ngắn hơi, vô lực, lưỡi miệng sinh mụn nhọt, mồ hôi nhiều có thể bổ tâm huyết, an thần","Những người tỳ vị hư hàn, ỉa chảy không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 343",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/asparagus-cochinchinensis-lour-merr-thien-mon-dong1.jpg
H141,Bá tử nhân,Semen Thujae orientalis,Cam,Bình,Trung tính,"Hỏa, Thổ",Thuốc dưỡng tâm an thần,"Tâm, Vị","Công năng: Dưỡng tâm an thần, nhuận tràng thông đại tiện, giải kinh
Chủ trị: Dùng trong điều trị bệnh tâm hồi hộp, ra nhiều mồ hôi, chứng mất ngủ, chiêm bao hoặc tâm trí hay quên. Các trường hợp táo bón, trĩ, bí kết, đại tiện ra máu, kinh giản hoặc các chứng khóc đêm của trẻ em","Chú ý: Khi dùng sao qua. Lá trắc bách diệp, phơi âm can, sao vàng, dùng chữa các chứng xuất huyết, thổ huyết, viêm khí quản mạn tính, ho gà. Chữa rụng tóc hoặc sẹo không mọc tóc, lấy lá trắc bách diệp tươi, ngâm cồn 60°. Sau 20 ngày, bôi vào chỗ tóc rụng hoặc chưa mọc tóc sẽ mọc trở lại. Ngoài ra trắc bách diệp có tác dụng chỉ ho trừ đàm, ức chế tụ cầu trực khuẩn thương hàn lỵ, đại tràng, liên cầu trùng tan máu","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 265",,https://upload.wikimedia.org/wikipedia/commons/8/88/Lasius_niger_y_Cinara_tujafilina_en_Thuja_orientalis.jpg
H142,Hắc táo nhân (Toan táo nhân),Semen zizuphi jujubae,Toan,Bình,Trung tính,"Hỏa, Mộc, Thổ",Thuốc dưỡng tâm an thần,"Tâm, Can, Đởm, Tỳ","Công năng: Tĩnh tâm an thần, bổ can thận, nhuận huyết sinh tân dịch
Chủ trị: Trị âm huyết không đủ, tâm thần bất an thấy tim đập hồi hộp, mất ngủ, chóng mặt, thần kinh suy nhược (do âm dương đều hư)","Những người đang bị sốt, cảm nặng không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 264",,https://vnras.com/wp-content/uploads/2023/11/trac-bach-diep-9-1024x725.jpg
H143,Hoàng kỳ,Radix Astragali,Cam,Ôn,Dương,"Kim, Thổ",Thuốc bổ khí,"Phế, Tỳ","Công năng: Bổ khí trung tiêu, ích huyết, cố biểu, liễm hàn, lợi niệu tiêu phù thũng, giải độc trừ mủ, trừ tiêu khát, sinh tân
Chủ trị: Đối với trạng thái cơ thể suy nhược, chân tay vô lực, yếu hơi, chóng mặt, kém ăn, các bệnh sa giáng tạng phủ, tử cung, lòi dom, lỵ tả lâu ngày, băng lâu của phụ nữ. Bệnh huyết hư, thiếu máu, đặc biệt thiếu máu sau bệnh sốt rét, hoặc sau khi bị mất máu nhiều, ra nhiều mồ hơi, mồ hôi trộm. Dùng khi tỳ hư, vận hóa nước kém, tâm thận dương hư, tay chân, mặt mắt phù thũng, đặc biệt phù bụng do báng bì, đái đường. Các bệnh mụn nhọt ở thời kỳ đầu, nếu mụn đã loét lâu ngày không khỏi, dùng hoàng kỳ tươi, cắt ở đoạn cuối rễ, lấy dịch chảy ra mà bôi vào chỗ sang lở","Chú ý: Khi dùng với tính bổ, hoàng kỳ thường được trích với mật ong. Nước sắc 100% có tác dụng ức chế đối với tụ cầu vàng, trực khuẩn mủ xanh, trực khuẩn lỵ, thương hàn","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 287",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoang-ky-duoc-lieu-tue-linh-2.jpg
H144,Liên nhục,Semen Nelumbinis,"Cam, chát",Bình,Trung tính,"Hỏa, Thổ, Thủy",Thuốc chỉ tả,"Tâm, Tỳ, Thận","Công năng: Kiện tỳ, chỉ tả, ích thận cố tinh, dưỡng tâm an thần, bổ
Chủ trị: Bệnh tỳ hư dẫn đến tiết tả, lỵ lâu ngày không khỏi, thận hư, băng lậu, bạch đới, đái đục. Tâm hỏa thịnh, tâm phiền táo, hồi hộp mất ngủ, hoa mắt chóng mặt. Ngoài ra còn dùng hạt sen với tác dụng bồi bổ cơ thể tăng cường sức đề kháng, dùng trong các trường hợp mới ốm dậy, sau khi đẻ (hạt sen hầm với gà)","Những người thực nhiệt, đại tiện táo kết không nên dùng liên nhục","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 381",,https://trungtamthuoc.com/images/item/lien-nhuc-4.jpg
H145,Hoài sơn,Rhizoma Dioscoreae,Cam,Bình,Trung tính,"Kim, Thủy, Thổ",Thuốc bổ khí,"Phế, Thận, Tỳ, Vị","Công năng: Kiện tỳ, chỉ tả, bổ phế, ích thận, cố tinh, giải độc, trị bệnh sưng vú, đau đớn
Chủ trị: Trường hợp tỳ vị hư nhược, ăn uống kém, ỉa chảy. Trẻ con bị da vàng, bụng ỏng phối hợp với bạch truật. Khí phế hư nhược, hơi thở ngắn, người mệt mỏi, ngoài ra còn có tác dụng chỉ ho, thận hư, dần đến mộng tinh, di tinh, tiểu tiện không cầm được, phụ nữ bạch đới. Ngoài ra còn dùng trong bệnh tiêu khát (bệnh đái đường)",Những người có thực tả thấp nhiệt thì không dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 286",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoai-son-duoc-lieu-tue-linh-2.jpg
H146,Sơn thù du,Fructus Corni,"Toan, chát",Vi ôn,Dương,"Mộc, Thủy",Thuốc cố tinh sáp niệu,"Can, Thận","Công năng: Ích thận cố tinh, cố biểu liễm hãm, cố tinh chỉ huyết
Chủ trị: Dùng khi thận hư, liệt dương, di tinh, tai ù, tai điếc, tiểu nhiều đau lưng, đau gối. Ốm dậy biểu hư, ra nhiều mồ hôi, phụ nữ thể hư, tiểu cầu giảm, kinh nguyệt nhiều","Những trường hợp thấp nhiệt, tiểu tiện không lợi thì không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 378",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/son-thu-du-duoc-lieu-tue-linh-1.jpg
H147,Ô dược,Radix Linderae,Tân,Ôn,Dương,"Kim, Thủy, Thổ",Thuốc hành khí giải uất,"Phế, Thận, Tỳ, Bàng quang","Công năng: Hành khí chỉ thống, kiện vị tiêu thực
Chủ trị: Dùng khi hàn ngưng khí trệ, bụng trướng đau, đầy bụng, bụng dưới đau do bàng quang lạnh. Khí vị hàn, ăn uống không đều, sôi bụng, nuốt chua, buồn nôn, có thể phối hợp với hương phụ","Khí hư, nội nhiệt không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 278",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/duoc1.jpg
H148,Huyền hồ (Huyền hồ sách),Corydalis ambigua,"Tân, vi khổ",Ôn,Dương,"Kim, Mộc, Thổ",Thuốc chữa bệnh phụ nữ,"Phế, Can, Tỳ","Có tính chất hoạt huyết, tán ứ, lợi khí, giảm đau. Dùng trong những trường hợp đau bụng, khí hư, ngày dùng 6-12g dưới dạng thuốc sắc hay thuốc bột, thuốc viên",,"sách những cây thuốc và vị thuốc việt nam trang 70
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/huyen-ho-dltl1.jpg
H149,Đào nhân,Semen Persicae,"Khổ, cam",Bình,Trung tính,"Mộc, Thủy",Thuốc hoạt huyết,"Can, Thận","Công năng: Hoạt huyết khứ ứ, nhuận tràng thông đại tiện, giảm đau, chống viêm
Chủ trị: Dùng chữa các bệnh kinh nguyệt không đều, đau bụng khi có kinh, hoặc sau khi đẻ bị ứ huyết, gây đau bụng. Các trường hợp tân dịch khô ráo mà dẫn đến đại tiện bí kết thường phối hợp với sinh địa. Trường hợp cơ nhục bị viêm tấy, đau đỏ, chân tay đau nhức tê dại. Sau khi đẻ âm hộ sưng đau.","Chú ý: Những người không có ứ trệ, tích huyết, đại tiện lỏng không nên dùng, ngoài việc dùng đào nhân, còn dùng hoa đào để thông tiểu tiện. Lá đào có tác dụng sát khuẩn, diệt trùng roi âm đạo. Lá đào giã nát, pha nước lã, gạn lấy nước trong, tắm hết rôm sẩy mùa hè","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 293",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn4kunArVqO8KCmSCeY5yKvsOmRSSrxFrpp13vRE4UTQ4Kewr0iYp9BFw&s
H150,Hồng hoa,Flos Carthami,Tân,Ôn,Dương,"Hỏa, Mộc",Thuốc hoạt huyết,"Tâm, Can","Công năng: Hoạt huyết thông kinh, ứ huyết, giải độc, nhuộn tràng thông tiện
Chủ trị: Bệnh bế kinh, kinh nguyệt không đều, có kinh đau bụng, huyết ứ thành hòn cục, còn dùng cho trường hợp sau khi đẻ máu bị ứ đọng, bụng trướng đau, còn dùng khi bị thương chấn sưng đau do huyết ứ. Trường hợp sưng đau, thai chết lưu trong bụng, có thể phối hợp với quế chi để đẩy thai chết lưu. Dùng hạt của hồng hoa để làm thuốc nhuộn hạ trong trường hợp táo bón, khi dùng thường sao qua","Chú ý: Khi dùng hồng hoa với liều nhỏ, có tác dụng dưỡng huyết, hoạt huyết, liều lớn có tác dụng phá huyết, khứ huyết ứ. Người có thai không nên dùng hồng hoa. Liều nhỏ làm tăng sự co bóp của tử cung và co bóp có quy luật, liều lớn làm cho tử cung bị hưng phấn cao độ, co bóp mạnh, sức co bóp tăng lên đột ngột. Mặc dù động vật thí nghiệm có thai hay không có thai, đều có tác dụng tăng co bóp tử cung. Nước sắc hồng hoa có tác dụng hạ huyết áp","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 299",,https://upload.wikimedia.org/wikipedia/commons/d/df/Carthamus_tinctorius_050709a.JPG
H151,Trắc bách diệp,Thuja orientalis,"Khổ, chát",Vi hàn,Âm,"Kim, Mộc",Thuốc cầm máu,"Phế, Can, Đại trường","Có tác dụng lương huyết, cầm máu, thanh huyết phận thấp nhiệt","Chữa thổ huyết, máu cam, lỵ ra máu, không thấp nhiệt cấm dùng","sách những cây thuốc và vị thuốc việt nam trang 287
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/trac-bach-diep-duoc-lieu-tue-linh.jpg
H152,Phục long can (Hoàng thổ),Loại đát sét vàng,Cam,"Bình, vi lương",Trung tính,,,,"Công năng: ôn trung tiêu, kiện tỳ, trị hoắc loạn, lỵ",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 415",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/phuc-long-can-duoc-lieu-tue-linh.jpg
H153,Biển súc (Rau đắng),Polygonum aviculare,Khổ,Bình,Trung tính,"Thổ, Thủy","Thuốc thông tiểu tiện và chữa bệnh về gan, mật","Vị, Bàng quang","Có tác dụng lợi tiểu, thông lâm, sát trùng, dùng trong những trường hợp thấp nhiệt, lâm bệnh, vưu trùng, ác thương",,"sách những cây thuốc và vị thuốc việt nam trang 271
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/rau-dang-duoc-lieu-tue-linh.jpg
H154,Hoạt thạch,Talcum,Cam,Hàn,Âm,"Thổ, Thủy",Thuốc nguồn gốc khoáng vật,"Vị, Bàng quang","Đông y: dùng làm thuốc uống trong chữa bệnh sốt, tả, lỵ, lợi tiểu tiện, sốt khát nước, viêm ruột, lỵ, da vàng (hoàng đản) tiểu tiện ra máu, viêm niệu đạo hay do có sỏi bàng quang mà tiểu tiện đau buốt","Những người âm hư không thấp nhiệt, tỳ hư hạ hãm, phụ nữ có thai không dùng được","sách những cây thuốc và vị thuốc việt nam trang 1040
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/hoat-thach-duoc-lieu-tue-linh-2.jpg
H155,Ích trí nhân,Alpinia oxyphylla Miq,Tân,Ôn,Dương,,Thuộc chữa bệnh ở bộ máy tiêu hóa,,"Có tác dụng làm ấm thận, vị. Dùng làm thuốc chữa đái dầm, di mộng tinh, bổ dạ dày",,"sách những cây thuốc và vị thuốc việt nam trang 405
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/ch-tri-nhan-duoc-lieu-tue-linh-2.jpg
H156,Thạch xương bồ,Rhizoma Acori,Tân,Ôn,Dương,"Hỏa, Thổ, Mộc",Thuốc phương hương khai khiếu,"Tâm, Tỳ, Kiện, Can","Công năng: Khai khiếu tinh thần, thông phế khí, trừ ho, hóa đờm, bình suyễn, hành khí giảm đau, kiện vị, ninh tâm, an thần, cố thận,
Chủ trị: Dùng khi thần chí bị hôn mê đàm dãi nút lại cổ họng, trúng phong cấm khẩu, trúng khử (say nắng). Các trường hợp ho hen, viêm phế quản mạn tính, cảm lạnh, bụng đau, đầy trướng. Chữa đau dạ dày, viêm loét tá tràng, dùng xương bồ dưới dạng bột hoặc dưới dạng thuốc sắc, phối hợp với bạch truật, cam thảo. Ngoài ra còn dùng dưới hình thức thuốc khai vị, kích thích tiêu hóa, đồng thời trừ được những cảm giác nôn lợm. Trường hợp tâm quý (tâm đập nhanh, loạn nhíp), tâm hồi hộp, mất ngủ, buồn phiền. Làm thận khí khai thông ra tai, dùng trong trường hợp thận khí kém, dẫn đến ù tai, tai điếc","Những người huyết hư ra nhiều mồ hôi, hoạt tinh không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 270",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/xuong-bo-duoc-lieu-tue-linh-3.jpg
H157,Thương truật,Rhizoma Atractylodis lanceae,"Tân, khổ",Ôn,Dương,Thổ,Thuốc hóa thấp,"Tỳ, Vị","Công nặng: Hóa thấp kiện tỳ, trừ phong thấp
Chủ trị: Trị thấp khuẩn tỳ vị, bụng trướng đầy, buồn nôn, ăn uống không tiêu. Các trường hợp phong thấp, tê dại xương cốt đau nhức, đau khớp","Những người âm hư có nhiệt, tân dịch khô kiệt, tiện bí, nhiều mồ hôi không nen dùng. Qua sử dụng lâm sàng, người ta thấy rằng thương truật sống thì tác dụng táo thấp, thương truật sao, tính táo yếu đi. Vì thế những người thấp nhẹ dùng thương truật sao vàng, trước đó có thể rửa nước lã, ngâm nước gạo, thái phiến","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 332",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/thuong-truat-duoc-lieu-tue-linh2.jpg
H158,Tần giao,Radix Gentianae,"Tân, khổ",Vi hàn,Âm,"Mộc, Thổ, Kim",Thuốc khử phong thấp,"Can, Vị, Đởm, Đại trường","Công năng: Khử phong thấp, thanh hư nhiệt, trừ phiền
Chủ trị: Chỉ thống, dùng trong các bệnh phong do thấp nhiệt dẫn đến biểu hiện có sốt và đau nhức cơ nhục, xương khớp. Cơ thể mắc chứng âm hư sinh nội nhiệt, trào nhiệt đau nóng âm ỉ trong xương, đau đầu, hoặc bệnh hàn nhiệt vãng lai","Vị thuốc có tính hàn, dùng lâu dễ tổn thương tỳ vị, gây đi ngoài lỏng, cũng cần chú ý phân biệt với cây tần cửu (thanh tháo Justicia gendarussa L họ Acanthaceae), cây này cũng được dùng cành và lá để thanh nhiệt độc trong cơ thể, hoặc chữa đau cơ, đau xương","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 327
meridian_main: https://duocdienvietnam.com/tan-giao-re/",,https://tracuuduoclieu.vn/wp-content/uploads/2021/07/tan-giao-2.png
H159,Khương hoàng,Rhizoma Curcumae longae,"Khổ, tân, cam",Hàn,Âm,"Hỏa, Kim, Mộc",Thuốc phá huyết,"Tâm, Phế, Can","Công năng: Phá huyết, hành huyết, giải uất thông kinh, tiêu thực, tiêu đàm, lợi mật, lợi tiểu, giải độc giảm đau
Chủ trị: Kinh nguyệt bế tắc, huyết ứ sau sinh, huyết ứ gây chóng mặt hoa mắt đau đầu, đau nhói vùng tim do huyết tích, tiêu hoá bất chấn, ăn uống kém, bụng đầy trướng, đàm gây động kinh, đau dạ dày, viêm gan vàng da, mật bài tiết khó, tiểu buốt dắt, đái ra máu, mụn nhọt sưng lở, bong gân, đau cơ","Chú ý: Có tác dụng kích thích bài tiết của tế bào gan, gây co bóp túi mật, làm tăng bài tiết mật, giảm cholesterol trong máu, có tác dụng chống viêm, giảm đau, kéo dài thời gian đông máu, tinh dầu và dịch chiết có tác dụng ức chế vi khuẩn và nấm ngoài da","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 300",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/nghe3.jpg
H160,Ý dĩ,Semen Coixis,"Cam, đạm",Vi hàn,Âm,"Thổ, Kim, Mộc",Thuốc lợi thấp,"Tỳ, Vị, Phế, Can, Đại trường","Công năng: Lợi thủy, kiện tỳ hóa thấp, trừ phong thấp, đau nhức, thanh nhiệt độc, trừ mủ, thư gân giải kinh, giải độc tiêu viêm
Chủ trị: Trị các bệnh phù phũng, tiểu tiện khó khăn, đái buốt (dùng hạt, hoặc cây, lá, rễ, sắc uống), bệnh tỳ hư, tiêu hóa kém, tiết tả. Chứng phế mủ (áp xe phổi), chân tay bị co quắp, viêm ruột thừa","Chú ý: Dùng với tính chất lợi thấp, lợi thủy thì sao hoặc không sao. Khi dùng với tính chất kiện tỳ thì sao vàng. Nhân ý dĩ có tác dụng ức chế tế bào ung thư, rễ ý dĩ có tác dụng trừ giun, lợi tiểu. Dùng ý dĩ sống có tác dụng lợi thấp nhiệt, sao vàng hoặc sao với nước gừng thì ôn bổ phế tỳ. Những người đại tiện táo kết hoặc phụ nữ có thai không nên dùng. Rễ ý dĩ còn có tác dụng hạ đường huyết","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 335",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/di-duoc-lieu-tue-linh2.jpg
H161,Thổ phục linh,Smilax glabra Roxb,"Cam, đạm",Bình,Trung tính,"Mộc, Thổ","Thuốc chữa tê thấp, đau nhức","Can, Vị","Có tác dụng khử phong thấp, lợi gân cốt, giải độc do thủy ngân. Chữa đau xương, ác sang ung thũng",,"sách những cây thuốc và vị thuốc việt nam trang 498
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/tho-phuc-linh-duoc-lieu-tue-linh.jpg
H162,Sơn tra,Fructus Mali Doumeri,"Cam, toan",Vi ôn,Dương,"Thổ, Mộc",Thuốc tiêu đạo (thuốc tiêu hóa),"Tỳ, Vị, Can","Công năng: Tiêu thực hóa tích, khứ ứ thông kinh, bình can hạ áp, bổ khí
Chủ trị: Dùng khi thức ăn là thịt bị tích trệ bụng đầy trướng, ứ trệ, kinh bế lâu ngày, sau khi đẻ ứ huyết, đau bụng, trong ruột bị ứ tích đi lỵ ra máu mủ. Bệnh cao huyết áp, co thắt động mạch vành, tim quặn, tim đập nhanh. Dùng sơn tra để tăng sức đề kháng của cơ thể, dùng trong trường hợp khí hư, người mệt mỏi","Những người tỳ vị hư nhược, không có tích trệ không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 357",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/son-tra-4.jpg
H163,Thần khúc,Massa medicata fermentata,"Tân, cam",Ôn,Dương,Thổ,Thuộc chữa bệnh ở bộ máy tiêu hóa,"Tỳ, Vị","Có tác dụng tiêu thực, hành khí, kiện tỳ, dưỡng vị, dùng chữa các bệnh cảm mạo trong bốn mùa, cảm lạnh, cảm nắng, ăn uống không tiêu, miệng nôn, ỉa lỏng, lỵ, làm lợi sữa",,"sách những cây thuốc và vị thuốc việt nam trang 358
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf",,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/than-khuc-1.png
H164,Mẫu lệ,Concha Ostreae,"Hàm, chát",Vi hàn,Âm,"Mộc, Thổ, Thủy",Thuốc bình can tắt phong,"Can, Vị, Đởm, Thận","Công năng: Bình can tiềm dương, sáp tinh, làm ngừng ra mồ hôi, làm mềm các khối rắn (nhuyễn kiên), tán kết khối, hòn cục, giảm tiết dịch vị
Chủ trị: Trị can dương thịnh thấy chóng mặt, đau đầu, mắt hoa, mất ngủ lúc sốt, lúc nóng. Trị bệnh di tinh ra mồ hôi trộm, hoặc nhiều mồ hôi, tràng nhạc (loa lịch), dịch vị bài tiết quá nhiều gây đau loét dạ dày, ợ chua","Chú ý: Với tính chất làm mềm khối rắn dùng vị thuốc dưới dạng sống, còn dùng để trị mồ hôi quá nhiều hoặc giảm tiết dịch vị trong bệnh loét dạ dày thì dùng dạng nung","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 256",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/mau-le1.jpg
H165,Khiếm thực,Fructus Eurylaes,"Cam, chát",Bình,Trung tính,"Thổ, Thủy",Thuốc chỉ tả,"Tỳ, Thận","Công năng: Kiện tỳ, chỉ tả, ích thận, cố tính, trừ thấp nhiệt, làm ngừng ra mồ hôi
Chủ trị: Dùng đối với trẻ em tỳ hư, tiêu hóa không tốt, ỉa chảy không ngừng. Các trường hợp thận hư dẫn đến di tinh, mộng linh, hoạt tinh, tiểu tiện không cầm lại được",Những người đại tiện bí kết không nên dùng khiếm thực,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 379",,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/khiem-thuc-duoc-lieu-tue-linh1.jpg
